# q,training_error,generalization_error,m,sigma,m_hat,q_hat,sigma_hat
1.084788606181382870e-01,7.947857455823884587e-01,4.879032320347622687e-01,3.102878142916880022e-01,2.527419392282985802e-02,1.227686292346633401e+01,1.909928260958809432e+01,1.534832669873564370e+01
1.088961028119414393e-01,7.946071522979669677e-01,4.871098178554536529e-01,3.108931424782439001e-01,2.531842750881489745e-02,1.227932273321488843e+01,1.909691405023470168e+01,1.535066061056422804e+01
1.093149498442108070e-01,7.944283704897620035e-01,4.863156291131988662e-01,3.114996603655059704e-01,2.536273250869139004e-02,1.228178628855389221e+01,1.909454163988673159e+01,1.535299781865941426e+01
1.097354078876357913e-01,7.942494004619855552e-01,4.855206673076831736e-01,3.121073702899763158e-01,2.540710902891292131e-02,1.228425358960764235e+01,1.909216537639948896e+01,1.535533832156008671e+01
1.101574831386480241e-01,7.940702425224108740e-01,4.847249339535966151e-01,3.127162745925257115e-01,2.545155717617253455e-02,1.228672463645121304e+01,1.908978525766259793e+01,1.535768211775062753e+01
1.105811818175122668e-01,7.938908969823886830e-01,4.839284305807132758e-01,3.133263756183994886e-01,2.549607705740443084e-02,1.228919942911001506e+01,1.908740128160027183e+01,1.536002920566046015e+01
1.110065101684183653e-01,7.937113641568681599e-01,4.831311587339719438e-01,3.139376757172231969e-01,2.554066877978572805e-02,1.229167796755934994e+01,1.908501344617169693e+01,1.536237958366359990e+01
1.114334744595731619e-01,7.935316443644191420e-01,4.823331199735553243e-01,3.145501772430089327e-01,2.558533245073815049e-02,1.229416025172398896e+01,1.908262174937134503e+01,1.536473325007819746e+01
1.118620809832929219e-01,7.933517379272531089e-01,4.815343158749704755e-01,3.151638825541612232e-01,2.563006817792983991e-02,1.229664628147771488e+01,1.908022618922933944e+01,1.536709020316608409e+01
1.122923360560959677e-01,7.931716451712410576e-01,4.807347480291297992e-01,3.157787940134830773e-01,2.567487606927707638e-02,1.229913605664287779e+01,1.907782676381182796e+01,1.536945044113231518e+01
1.127242460187960482e-01,7.929913664259375938e-01,4.799344180424325312e-01,3.163949139881817585e-01,2.571975623294608937e-02,1.230162957698997239e+01,1.907542347122126714e+01,1.537181396212470652e+01
1.131578172365953761e-01,7.928109020246016936e-01,4.791333275368453437e-01,3.170122448498750023e-01,2.576470877735485485e-02,1.230412684223715125e+01,1.907301630959688410e+01,1.537418076423336188e+01
1.135930560991787047e-01,7.926302523042162429e-01,4.783314781499860002e-01,3.176307889745963453e-01,2.580973381117490986e-02,1.230662785204979137e+01,1.907060527711498210e+01,1.537655084549021289e+01
1.140299690208074340e-01,7.924494176055106864e-01,4.775288715352038471e-01,3.182505487428017865e-01,2.585483144333320174e-02,1.230913260604003412e+01,1.906819037198924960e+01,1.537892420386853054e+01
1.144685624404141316e-01,7.922683982729811225e-01,4.767255093616639128e-01,3.188715265393751164e-01,2.590000178301393730e-02,1.231164110376631271e+01,1.906577159247126474e+01,1.538130083728247222e+01
1.149088428216973740e-01,7.920871946549143949e-01,4.759213933144290087e-01,3.194937247536341896e-01,2.594524493966042511e-02,1.231415334473291701e+01,1.906334893685070497e+01,1.538368074358658788e+01
1.153508166532172391e-01,7.919058071034068558e-01,4.751165250945437180e-01,3.201171457793367536e-01,2.599056102297704271e-02,1.231666932838949080e+01,1.906092240345586220e+01,1.538606392057534045e+01
1.157944904484905502e-01,7.917242359743887903e-01,4.743109064191188828e-01,3.207417920146858337e-01,2.603595014293105109e-02,1.231918905413058596e+01,1.905849199065392696e+01,1.538845036598262261e+01
1.162398707460871455e-01,7.915424816276427356e-01,4.735045390214142613e-01,3.213676658623364490e-01,2.608141240975459310e-02,1.232171252129517214e+01,1.905605769685135797e+01,1.539084007748125771e+01
1.166869641097261767e-01,7.913605444268292377e-01,4.726974246509248467e-01,3.219947697294006650e-01,2.612694793394657738e-02,1.232423972916618204e+01,1.905361952049435814e+01,1.539323305268252895e+01
1.171357771283727950e-01,7.911784247395057257e-01,4.718895650734649672e-01,3.226231060274539209e-01,2.617255682627468369e-02,1.232677067697000695e+01,1.905117746006915169e+01,1.539562928913566608e+01
1.175863164163352403e-01,7.909961229371521574e-01,4.710809620712540502e-01,3.232526771725405812e-01,2.621823919777731618e-02,1.232930536387602594e+01,1.904873151410244958e+01,1.539802878432734268e+01
1.180385886133625550e-01,7.908136393951890053e-01,4.702716174430024987e-01,3.238834855851800421e-01,2.626399515976564000e-02,1.233184378899611744e+01,1.904628168116175146e+01,1.540043153568119649e+01
1.184926003847420195e-01,7.906309744930029026e-01,4.694615330039977885e-01,3.245155336903721155e-01,2.630982482382553458e-02,1.233438595138416716e+01,1.904382795985582888e+01,1.540283754055730370e+01
1.189483584213977263e-01,7.904481286139691809e-01,4.686507105861913436e-01,3.251488239176031914e-01,2.635572830181967183e-02,1.233693185003557780e+01,1.904137034883509472e+01,1.540524679625167437e+01
1.194058694399890291e-01,7.902651021454716318e-01,4.678391520382853552e-01,3.257833587008518439e-01,2.640170570588957349e-02,1.233948148388676103e+01,1.903890884679194784e+01,1.540765929999574446e+01
1.198651401830095747e-01,7.900818954789277093e-01,4.670268592258206009e-01,3.264191404785944939e-01,2.644775714845765124e-02,1.234203485181465254e+01,1.903644345246122782e+01,1.541007504895585889e+01
1.203261774188865985e-01,7.898985090098110673e-01,4.662138340312641516e-01,3.270561716938112373e-01,2.649388274222933687e-02,1.234459195263619691e+01,1.903397416462061287e+01,1.541249404023274927e+01
1.207889879420809137e-01,7.897149431376742079e-01,4.654000783540968023e-01,3.276944547939920627e-01,2.654008260019517090e-02,1.234715278510784664e+01,1.903150098209102126e+01,1.541491627086101701e+01
1.212535785731866933e-01,7.895311982661706862e-01,4.645855941109034437e-01,3.283339922311416248e-01,2.658635683563293287e-02,1.234971734792504350e+01,1.902902390373698438e+01,1.541734173780858974e+01
1.217199561590322221e-01,7.893472748030788688e-01,4.637703832354611588e-01,3.289747864617855178e-01,2.663270556210981313e-02,1.235228563972170690e+01,1.902654292846714057e+01,1.541977043797621860e+01
1.221881275727807054e-01,7.891631731603271360e-01,4.629544476788288176e-01,3.296168399469759369e-01,2.667912889348455358e-02,1.235485765906972055e+01,1.902405805523456905e+01,1.542220236819692047e+01
1.226580997140316320e-01,7.889788937540133107e-01,4.621377894094368388e-01,3.302601551522973966e-01,2.672562694390966456e-02,1.235743340447840488e+01,1.902156928303725891e+01,1.542463752523545573e+01
1.231298795089223325e-01,7.887944370044320808e-01,4.613204104131782279e-01,3.309047345478720592e-01,2.677219982783361762e-02,1.236001287439399121e+01,1.901907661091849988e+01,1.542707590578777221e+01
1.236034739102303270e-01,7.886098033360956494e-01,4.605023126934982836e-01,3.315505806083660079e-01,2.681884766000307979e-02,1.236259606719910664e+01,1.901658003796735485e+01,1.542951750648049369e+01
1.240788898974754251e-01,7.884249931777594922e-01,4.596834982714872453e-01,3.321976958129940760e-01,2.686557055546519995e-02,1.236518298121221093e+01,1.901407956331902227e+01,1.543196232387032119e+01
1.245561344770228229e-01,7.882400069624452277e-01,4.588639691859701664e-01,3.328460826455263422e-01,2.691236862956980849e-02,1.236777361468709913e+01,1.901157518615532638e+01,1.543441035444353382e+01
1.250352146821862576e-01,7.880548451274650423e-01,4.580437274936011161e-01,3.334957435942925708e-01,2.695924199797178691e-02,1.237036796581232956e+01,1.900906690570511515e+01,1.543686159461539020e+01
1.255161375733317708e-01,7.878695081144453383e-01,4.572227752689534963e-01,3.341466811521891511e-01,2.700619077663333686e-02,1.237296603271069451e+01,1.900655472124471856e+01,1.543931604072959374e+01
1.259989102379815151e-01,7.876839963693509361e-01,4.564011146046145218e-01,3.347988978166834828e-01,2.705321508182631854e-02,1.237556781343867307e+01,1.900403863209837141e+01,1.544177368905773662e+01
1.264835397909186976e-01,7.874983103425104991e-01,4.555787476112776457e-01,3.354523960898205259e-01,2.710031503013463766e-02,1.237817330598588050e+01,1.900151863763869642e+01,1.544423453579870298e+01
1.269700333742918297e-01,7.873124504886387376e-01,4.547556764178367628e-01,3.361071784782275196e-01,2.714749073845660818e-02,1.238078250827450155e+01,1.899899473728709154e+01,1.544669857707812888e+01
1.274583981577203373e-01,7.871264172668637205e-01,4.539319031714801334e-01,3.367632474931200881e-01,2.719474232400730454e-02,1.238339541815875755e+01,1.899646693051423441e+01,1.544916580894781610e+01
1.279486413384001986e-01,7.869402111407494127e-01,4.531074300377858632e-01,3.374206056503071816e-01,2.724206990432108746e-02,1.238601203342430779e+01,1.899393521684050157e+01,1.545163622738513887e+01
1.284407701412099423e-01,7.867538325783212105e-01,4.522822592008157727e-01,3.380792554701970709e-01,2.728947359725395275e-02,1.238863235178771838e+01,1.899139959583647297e+01,1.545410982829249491e+01
1.289347918188170072e-01,7.865672820520920316e-01,4.514563928632122081e-01,3.387391994778023996e-01,2.733695352098604661e-02,1.239125637089586363e+01,1.898886006712333696e+01,1.545658660749669089e+01
1.294307136517851009e-01,7.863805600390836315e-01,4.506298332462922995e-01,3.394004402027464007e-01,2.738450979402413596e-02,1.239388408832538602e+01,1.898631663037338058e+01,1.545906656074837748e+01
1.299285429486808641e-01,7.861936670208572453e-01,4.498025825901464936e-01,3.400629801792671714e-01,2.743214253520414453e-02,1.239651550158207627e+01,1.898376928531044783e+01,1.546154968372142946e+01
1.304282870461819233e-01,7.860066034835344606e-01,4.489746431537339211e-01,3.407268219462240011e-01,2.747985186369366825e-02,1.239915060810031733e+01,1.898121803171044775e+01,1.546403597201236479e+01
1.309299533091850265e-01,7.858193699178245284e-01,4.481460172149805965e-01,3.413919680471022011e-01,2.752763789899451141e-02,1.240178940524250706e+01,1.897866286940178426e+01,1.546652542113975315e+01
1.314335491309145121e-01,7.856319668190495653e-01,4.473167070708763404e-01,3.420584210300190997e-01,2.757550076094532343e-02,1.240443189029844184e+01,1.897610379826585358e+01,1.546901802654357283e+01
1.319390819330311659e-01,7.854443946871697557e-01,4.464867150375738669e-01,3.427261834477286495e-01,2.762344056972414197e-02,1.240707806048474637e+01,1.897354081823752381e+01,1.547151378358465124e+01
1.324465591657419672e-01,7.852566540268098860e-01,4.456560434504867052e-01,3.433952578576276449e-01,2.767145744585110950e-02,1.240972791294425370e+01,1.897097392930559323e+01,1.547401268754400760e+01
1.329559883079093618e-01,7.850687453472849908e-01,4.448246946643894528e-01,3.440656468217599406e-01,2.771955151019101296e-02,1.241238144474542793e+01,1.896840313151338719e+01,1.547651473362226504e+01
1.334673768671618133e-01,7.848806691626257770e-01,4.439926710535158083e-01,3.447373529068230025e-01,2.776772288395602459e-02,1.241503865288174424e+01,1.896582842495908849e+01,1.547901991693902701e+01
1.339807323800044359e-01,7.846924259916068234e-01,4.431599750116603786e-01,3.454103786841720147e-01,2.781597168870839770e-02,1.241769953427108852e+01,1.896324980979634134e+01,1.548152823253223076e+01
1.344960624119299342e-01,7.845040163577692294e-01,4.423266089522777111e-01,3.460847267298260976e-01,2.786429804636321450e-02,1.242036408575511253e+01,1.896066728623474162e+01,1.548403967535752557e+01
1.350133745575301247e-01,7.843154407894498137e-01,4.414925753085848781e-01,3.467603996244726372e-01,2.791270207919106447e-02,1.242303230409866543e+01,1.895808085454029168e+01,1.548655424028765992e+01
1.355326764406080964e-01,7.841266998198083149e-01,4.406578765336610637e-01,3.474373999534735025e-01,2.796118390982090668e-02,1.242570418598912951e+01,1.895549051503597227e+01,1.548907192211181894e+01
1.360539757142901485e-01,7.839377939868515943e-01,4.398225151005511480e-01,3.481157303068694864e-01,2.800974366124276554e-02,1.242837972803582325e+01,1.895289626810221151e+01,1.549159271553499906e+01
1.365772800611389226e-01,7.837487238334609474e-01,4.389864935023671810e-01,3.487953932793858569e-01,2.805838145681065904e-02,1.243105892676935476e+01,1.895029811417739651e+01,1.549411661517735261e+01
1.371025971932663956e-01,7.835594899074207476e-01,4.381498142523919115e-01,3.494763914704372421e-01,2.810709742024540200e-02,1.243374177864097696e+01,1.894769605375838140e+01,1.549664361557352699e+01
1.376299348524477606e-01,7.833700927614437592e-01,4.373124798841818706e-01,3.501587274841329589e-01,2.815589167563746151e-02,1.243642828002197298e+01,1.894509008740110190e+01,1.549917371117203224e+01
1.381593008102351972e-01,7.831805329532000037e-01,4.364744929516711780e-01,3.508424039292820096e-01,2.820476434744988159e-02,1.243911842720300065e+01,1.894248021572095197e+01,1.550170689633457322e+01
1.386907028680729459e-01,7.829908110453408510e-01,4.356358560292756810e-01,3.515274234193986325e-01,2.825371556052122882e-02,1.244181221639344770e+01,1.893986643939343040e+01,1.550424316533538338e+01
1.392241488574116615e-01,7.828009276055305499e-01,4.347965717119983697e-01,3.522137885727066320e-01,2.830274544006850662e-02,1.244450964372077095e+01,1.893724875915463457e+01,1.550678251236055516e+01
1.397596466398241255e-01,7.826108832064712084e-01,4.339566426155346823e-01,3.529015020121447077e-01,2.835185411169017372e-02,1.244721070522984263e+01,1.893462717580180765e+01,1.550932493150736846e+01
1.402972041071211540e-01,7.824206784259306602e-01,4.331160713763774761e-01,3.535905663653718389e-01,2.840104170136908621e-02,1.244991539688231796e+01,1.893200169019381107e+01,1.551187041678363343e+01
1.408368291814678097e-01,7.822303138467724404e-01,4.322748606519245529e-01,3.542809842647716145e-01,2.845030833547561658e-02,1.245262371455592110e+01,1.892937230325181375e+01,1.551441896210697813e+01
1.413785298155001147e-01,7.820397900569796557e-01,4.314330131205836860e-01,3.549727583474582282e-01,2.849965414077066522e-02,1.245533565404381093e+01,1.892673901595966868e+01,1.551697056130418773e+01
1.419223139924425392e-01,7.818491076496872916e-01,4.305905314818819218e-01,3.556658912552803087e-01,2.854907924440876210e-02,1.245805121105389723e+01,1.892410182936462704e+01,1.551952520811049574e+01
1.424681897262251307e-01,7.816582672232083029e-01,4.297474184565726052e-01,3.563603856348262489e-01,2.859858377394116496e-02,1.246077038120815672e+01,1.892146074457778226e+01,1.552208289616890902e+01
1.430161650616021130e-01,7.814672693810622572e-01,4.289036767867427935e-01,3.570562441374296458e-01,2.864816785731900267e-02,1.246349316004197050e+01,1.891881576277465982e+01,1.552464361902950962e+01
1.435662480742700975e-01,7.812761147320037569e-01,4.280593092359235019e-01,3.577534694191732978e-01,2.869783162289648096e-02,1.246621954300340818e+01,1.891616688519580691e+01,1.552720737014872476e+01
1.441184468709873767e-01,7.810848038900508605e-01,4.272143185891975614e-01,3.584520641408949215e-01,2.874757519943406739e-02,1.246894952545254931e+01,1.891351411314736453e+01,1.552977414288864644e+01
1.446727695896931065e-01,7.808933374745168354e-01,4.263687076533112519e-01,3.591520309681909273e-01,2.879739871610166244e-02,1.247168310266080127e+01,1.891085744800158253e+01,1.553234393051631379e+01
1.452292243996276544e-01,7.807017161100328062e-01,4.255224792567820491e-01,3.598533725714228027e-01,2.884730230248198912e-02,1.247442026981016738e+01,1.890819689119742364e+01,1.553491672620297948e+01
1.457878195014525036e-01,7.805099404265832819e-01,4.246756362500122561e-01,3.605560916257201098e-01,2.889728608857368083e-02,1.247716102199258614e+01,1.890553244424122781e+01,1.553749252302343109e+01
1.463485631273713783e-01,7.803180110595312469e-01,4.238281815053984158e-01,3.612601908109864812e-01,2.894735020479480975e-02,1.247990535420916380e+01,1.890286410870715272e+01,1.554007131395520247e+01
1.469114635412515912e-01,7.801259286496494694e-01,4.229801179174441650e-01,3.619656728119037270e-01,2.899749478198609259e-02,1.248265326136949938e+01,1.890019188623785595e+01,1.554265309187789157e+01
1.474765290387457239e-01,7.799336938431487010e-01,4.221314484028716452e-01,3.626725403179370533e-01,2.904771995141428378e-02,1.248540473829097053e+01,1.889751577854510600e+01,1.554523784957241972e+01
1.480437679474138346e-01,7.797413072917084298e-01,4.212821759007359113e-01,3.633807960233389478e-01,2.909802584477562751e-02,1.248815977969796975e+01,1.889483578741026548e+01,1.554782557972026780e+01
1.486131886268465263e-01,7.795487696525066346e-01,4.204323033725362868e-01,3.640904426271551197e-01,2.914841259419922656e-02,1.249091838022122936e+01,1.889215191468504429e+01,1.555041627490275857e+01
1.491847994687876544e-01,7.793560815882475401e-01,4.195818338023328820e-01,3.648014828332273862e-01,2.919888033225059507e-02,1.249368053439702742e+01,1.888946416229199343e+01,1.555300992760028045e+01
1.497586088972583107e-01,7.791632437671943689e-01,4.187307701968583373e-01,3.655139193502000006e-01,2.924942919193504465e-02,1.249644623666650212e+01,1.888677253222516228e+01,1.555560653019156625e+01
1.503346253686808909e-01,7.789702568631987623e-01,4.178791155856353967e-01,3.662277548915227610e-01,2.930005930670128225e-02,1.249921548137487903e+01,1.888407702655069542e+01,1.555820607495289920e+01
1.509128573720037170e-01,7.787771215557294235e-01,4.170268730210904828e-01,3.669429921754566171e-01,2.935077081044495939e-02,1.250198826277072861e+01,1.888137764740747215e+01,1.556080855405737573e+01
1.514933134288261041e-01,7.785838385299054254e-01,4.161740455786713255e-01,3.676596339250773893e-01,2.940156383751222138e-02,1.250476457500522010e+01,1.887867439700771399e+01,1.556341395957411855e+01
1.520760020935241763e-01,7.783904084765240761e-01,4.153206363569619808e-01,3.683776828682810978e-01,2.945243852270337803e-02,1.250754441213136303e+01,1.887596727763762416e+01,1.556602228346752703e+01
1.526609319533765718e-01,7.781968320920926718e-01,4.144666484778013471e-01,3.690971417377876262e-01,2.950339500127652226e-02,1.251032776810322744e+01,1.887325629165799512e+01,1.556863351759646186e+01
1.532481116286912304e-01,7.780031100788610265e-01,4.136120850864005716e-01,3.698180132711453294e-01,2.955443340895119730e-02,1.251311463677520486e+01,1.887054144150489066e+01,1.557124765371350605e+01
1.538375497729323471e-01,7.778092431448494493e-01,4.127569493514607335e-01,3.705403002107358068e-01,2.960555388191217496e-02,1.251590501190120719e+01,1.886782272969023566e+01,1.557386468346413011e+01
1.544292550728479652e-01,7.776152320038821619e-01,4.119012444652924154e-01,3.712640053037777887e-01,2.965675655681311931e-02,1.251869888713391354e+01,1.886510015880248403e+01,1.557648459838594412e+01
1.550232362485979010e-01,7.774210773756182746e-01,4.110449736439348856e-01,3.719891313023315216e-01,2.970804157078043781e-02,1.252149625602396377e+01,1.886237373150730789e+01,1.557910738990786292e+01
1.556195020538825025e-01,7.772267799855826498e-01,4.101881401272752248e-01,3.727156809633036527e-01,2.975940906141706990e-02,1.252429711201919460e+01,1.885964345054818736e+01,1.558173304934931913e+01
1.562180612760712684e-01,7.770323405651970994e-01,4.093307471791698404e-01,3.734436570484507278e-01,2.981085916680631387e-02,1.252710144846383322e+01,1.885690931874709975e+01,1.558436156791945670e+01
1.568189227363326332e-01,7.768377598518135807e-01,4.084727980875653697e-01,3.741730623243836318e-01,2.986239202551572991e-02,1.252990925859769966e+01,1.885417133900518039e+01,1.558699293671631558e+01
1.574220952897638914e-01,7.766430385887451715e-01,4.076142961646195273e-01,3.749038995625721959e-01,2.991400777660106411e-02,1.253272053555540388e+01,1.885142951430339764e+01,1.558962714672600569e+01
1.580275878255216759e-01,7.764481775252994877e-01,4.067552447468240628e-01,3.756361715393488065e-01,2.996570655961015503e-02,1.253553527236554999e+01,1.884868384770324212e+01,1.559226418882189158e+01
1.586354092669528815e-01,7.762531774168069942e-01,4.058956471951269407e-01,3.763698810359129565e-01,3.001748851458695133e-02,1.253835346194990841e+01,1.884593434234733422e+01,1.559490405376376998e+01
1.592455685717265867e-01,7.760580390246589744e-01,4.050355068950564075e-01,3.771050308383350758e-01,3.006935378207555368e-02,1.254117509712259704e+01,1.884318100146022346e+01,1.559754673219700294e+01
1.598580747319653939e-01,7.758627631163351746e-01,4.041748272568434497e-01,3.778416237375609721e-01,3.012130250312418378e-02,1.254400017058927652e+01,1.884042382834896756e+01,1.560019221465173622e+01
1.604729367743784885e-01,7.756673504654398865e-01,4.033136117155479150e-01,3.785796625294152729e-01,3.017333481928936162e-02,1.254682867494629406e+01,1.883766282640387146e+01,1.560284049154198804e+01
1.610901637603944503e-01,7.754718018517317013e-01,4.024518637311825797e-01,3.793191500146059214e-01,3.022545087263998551e-02,1.254966060267987160e+01,1.883489799909916229e+01,1.560549155316485148e+01
1.617097647862947574e-01,7.752761180611604797e-01,4.015895867888387150e-01,3.800600889987280073e-01,3.027765080576146073e-02,1.255249594616525854e+01,1.883212934999378163e+01,1.560814538969961696e+01
1.623317489833479565e-01,7.750802998858947745e-01,4.007267843988126521e-01,3.808024822922676522e-01,3.032993476175996350e-02,1.255533469766588794e+01,1.882935688273191843e+01,1.561080199120691958e+01
1.629561255179443335e-01,7.748843481243615772e-01,3.998634600967322372e-01,3.815463327106060620e-01,3.038230288426662859e-02,1.255817684933252742e+01,1.882658060104391495e+01,1.561346134762786519e+01
1.635829035917306384e-01,7.746882635812748497e-01,3.989996174436846177e-01,3.822916430740230243e-01,3.043475531744183754e-02,1.256102239320240876e+01,1.882380050874681388e+01,1.561612344878315106e+01
1.642120924417460048e-01,7.744920470676706081e-01,3.981352600263438624e-01,3.830384162077010712e-01,3.048729220597946529e-02,1.256387132119840366e+01,1.882101660974522517e+01,1.561878828437222921e+01
1.648437013405579799e-01,7.742956994009426719e-01,3.972703914570995809e-01,3.837866549417291995e-01,3.053991369511132453e-02,1.256672362512811603e+01,1.881822890803192649e+01,1.562145584397237918e+01
1.654777395963991926e-01,7.740992214048725284e-01,3.964050153741860427e-01,3.845363621111065888e-01,3.059261993061146087e-02,1.256957929668303464e+01,1.881543740768868389e+01,1.562412611703784115e+01
1.661142165533044390e-01,7.739026139096664147e-01,3.955391354418117955e-01,3.852875405557463218e-01,3.064541105880057292e-02,1.257243832743766099e+01,1.881264211288694810e+01,1.562679909289893487e+01
1.667531415912486825e-01,7.737058777519889574e-01,3.946727553502904495e-01,3.860401931204791026e-01,3.069828722655056075e-02,1.257530070884859441e+01,1.880984302788858997e+01,1.562947476076112352e+01
1.673945241262848882e-01,7.735090137749974781e-01,3.938058788161714618e-01,3.867943226550566993e-01,3.075124858128886959e-02,1.257816643225369369e+01,1.880704015704669629e+01,1.563215310970416461e+01
1.680383736106830506e-01,7.733120228283751896e-01,3.929385095823713092e-01,3.875499320141558846e-01,3.080429527100317019e-02,1.258103548887112666e+01,1.880423350480622346e+01,1.563483412868114186e+01
1.686846995330693877e-01,7.731149057683679438e-01,3.920706514183058822e-01,3.883070240573817666e-01,3.085742744424579617e-02,1.258390786979853004e+01,1.880142307570491056e+01,1.563751780651760726e+01
1.693335114185662293e-01,7.729176634578175387e-01,3.912023081200234342e-01,3.890656016492713976e-01,3.091064525013846945e-02,1.258678356601205195e+01,1.879860887437385486e+01,1.564020413191061820e+01
1.699848188289323214e-01,7.727202967661970234e-01,3.903334835103385858e-01,3.898256676592968817e-01,3.096394883837686948e-02,1.258966256836547259e+01,1.879579090553842846e+01,1.564289309342782808e+01
1.706386313627040741e-01,7.725228065696468915e-01,3.894641814389645518e-01,3.905872249618697611e-01,3.101733835923537255e-02,1.259254486758929126e+01,1.879296917401896039e+01,1.564558467950655896e+01
1.712949586553363934e-01,7.723251937510088316e-01,3.885944057826493658e-01,3.913502764363435138e-01,3.107081396357176326e-02,1.259543045428976704e+01,1.879014368473157504e+01,1.564827887845284948e+01
1.719538103793452344e-01,7.721274591998615877e-01,3.877241604453109947e-01,3.921148249670171060e-01,3.112437580283195990e-02,1.259831931894805024e+01,1.878731444268893114e+01,1.565097567844053650e+01
1.726151962444498478e-01,7.719296038125577075e-01,3.868534493581724520e-01,3.928808734431387117e-01,3.117802402905493070e-02,1.260121145191919112e+01,1.878448145300101046e+01,1.565367506751027982e+01
1.732791259977160270e-01,7.717316284922578484e-01,3.859822764798990224e-01,3.936484247589084884e-01,3.123175879487742612e-02,1.260410684343124288e+01,1.878164472087597758e+01,1.565637703356862076e+01
1.739456094236996042e-01,7.715335341489678589e-01,3.851106457967352625e-01,3.944174818134821847e-01,3.128558025353895405e-02,1.260700548358429529e+01,1.877880425162086908e+01,1.565908156438703003e+01
1.746146563445909738e-01,7.713353216995740835e-01,3.842385613226426688e-01,3.951880475109741386e-01,3.133948855888669255e-02,1.260990736234952792e+01,1.877596005064249596e+01,1.566178864760091827e+01
1.752862766203594491e-01,7.711369920678798895e-01,3.833660270994377894e-01,3.959601247604608298e-01,3.139348386538045460e-02,1.261281246956826863e+01,1.877311212344819680e+01,1.566449827070870349e+01
1.759604801488986736e-01,7.709385461846429699e-01,3.824930471969325563e-01,3.967337164759830448e-01,3.144756632809770497e-02,1.261572079495100063e+01,1.877026047564667977e+01,1.566721042107078787e+01
1.766372768661727266e-01,7.707399849876097608e-01,3.816196257130721747e-01,3.975088255765502621e-01,3.150173610273865332e-02,1.261863232807642632e+01,1.876740511294880420e+01,1.566992508590859678e+01
1.773166767463622284e-01,7.705413094215548542e-01,3.807457667740774543e-01,3.982854549861423732e-01,3.155599334563131270e-02,1.262154705839047786e+01,1.876454604116848301e+01,1.567264225230360175e+01
1.779986898020115005e-01,7.703425204383159697e-01,3.798714745345843635e-01,3.990636076337135685e-01,3.161033821373668284e-02,1.262446497520533661e+01,1.876168326622341809e+01,1.567536190719630618e+01
1.786833260841763360e-01,7.701436189968320356e-01,3.789967531777859167e-01,3.998432864531952236e-01,3.166477086465396135e-02,1.262738606769845084e+01,1.875881679413599912e+01,1.567808403738524881e+01
1.793705956825716319e-01,7.699446060631806033e-01,3.781216069155752812e-01,4.006244943834981753e-01,3.171929145662568533e-02,1.263031032491155159e+01,1.875594663103417048e+01,1.568080862952600185e+01
1.800605087257204362e-01,7.697454826106135961e-01,3.772460399886884419e-01,4.014072343685159971e-01,3.177390014854312300e-02,1.263323773574963660e+01,1.875307278315218085e+01,1.568353567013015848e+01
1.807530753811031621e-01,7.695462496195972779e-01,3.763700566668474190e-01,4.021915093571278854e-01,3.182859709995156106e-02,1.263616828897997379e+01,1.875019525683154242e+01,1.568626514556429363e+01
1.814483058553073569e-01,7.693469080778487790e-01,3.754936612489048198e-01,4.029773223032012686e-01,3.188338247105561296e-02,1.263910197323111184e+01,1.874731405852181254e+01,1.568899704204897816e+01
1.821462103941780819e-01,7.691474589803739548e-01,3.746168580629894995e-01,4.037646761655943051e-01,3.193825642272472842e-02,1.264203877699182677e+01,1.874442919478151737e+01,1.569173134565770411e+01
1.828467992829692912e-01,7.689479033295055777e-01,3.737396514666513347e-01,4.045535739081589921e-01,3.199321911649859185e-02,1.264497868861013607e+01,1.874154067227897968e+01,1.569446804231588999e+01
1.835500828464948220e-01,7.687482421349417505e-01,3.728620458470072729e-01,4.053440184997437745e-01,3.204827071459263182e-02,1.264792169629225249e+01,1.873864849779321773e+01,1.569720711779980249e+01
1.842560714492808560e-01,7.685484764137848757e-01,3.719840456208905466e-01,4.061360129141951547e-01,3.210341137990363469e-02,1.265086778810153589e+01,1.873575267821482981e+01,1.569994855773552267e+01
1.849647754957187695e-01,7.683486071905790693e-01,3.711056552349955018e-01,4.069295601303616339e-01,3.215864127601525402e-02,1.265381695195748968e+01,1.873285322054685409e+01,1.570269234759788723e+01
1.856762054302182885e-01,7.681486354973500186e-01,3.702268791660281999e-01,4.077246631320950443e-01,3.221396056720370743e-02,1.265676917563468429e+01,1.872995013190571001e+01,1.570543847270943871e+01
1.863903717373613100e-01,7.679485623736427291e-01,3.693477219208539664e-01,4.085213249082536580e-01,3.226936941844346651e-02,1.265972444676171449e+01,1.872704341952204032e+01,1.570818691823933833e+01
1.871072849420569728e-01,7.677483888665626033e-01,3.684681880366484918e-01,4.093195484527042405e-01,3.232486799541302996e-02,1.266268275282013711e+01,1.872413309074167032e+01,1.571093766920229839e+01
1.878269556096960058e-01,7.675481160308134099e-01,3.675882820810475460e-01,4.101193367643242160e-01,3.238045646450065512e-02,1.266564408114339813e+01,1.872121915302649597e+01,1.571369071045750232e+01
1.885493943463069089e-01,7.673477449287358088e-01,3.667080086522979121e-01,4.109206928470044984e-01,3.243613499281019358e-02,1.266860841891579526e+01,1.871830161395539704e+01,1.571644602670754054e+01
